"STATISTIC","Statistic Label","TLIST(A1)","Year","C01912V02351","Type of Non Residential Building","C01921V02511","Type of Construction","UNIT","VALUE"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","204","Hotels, restaurants and cafes","1","New construction","000 Sq Metres","105"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","204","Hotels, restaurants and cafes","2","Extensions","000 Sq Metres","75"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","204","Hotels, restaurants and cafes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","205","Buildings for transport","-","All types of construction","000 Sq Metres","152"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","205","Buildings for transport","1","New construction","000 Sq Metres","141"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","205","Buildings for transport","2","Extensions","000 Sq Metres","11"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","205","Buildings for transport","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","206","Buildings for trade and administration buildings for other economic activities","-","All types of construction","000 Sq Metres","343"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","206","Buildings for trade and administration buildings for other economic activities","1","New construction","000 Sq Metres","269"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","206","Buildings for trade and administration buildings for other economic activities","2","Extensions","000 Sq Metres","73"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","206","Buildings for trade and administration buildings for other economic activities","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","207","Public administration and public buildings for special purposes","-","All types of construction","000 Sq Metres","3"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","207","Public administration and public buildings for special purposes","1","New construction","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","207","Public administration and public buildings for special purposes","2","Extensions","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","207","Public administration and public buildings for special purposes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","208","Buildings for health and welfare","-","All types of construction","000 Sq Metres","121"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","208","Buildings for health and welfare","1","New construction","000 Sq Metres","80"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","208","Buildings for health and welfare","2","Extensions","000 Sq Metres","41"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","208","Buildings for health and welfare","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","209","Buildings for entertainment and recreation","-","All types of construction","000 Sq Metres","91"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","209","Buildings for entertainment and recreation","1","New construction","000 Sq Metres","62"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","209","Buildings for entertainment and recreation","2","Extensions","000 Sq Metres","28"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","209","Buildings for entertainment and recreation","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","210","Buildings for education, culture, science and research","-","All types of construction","000 Sq Metres","140"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","210","Buildings for education, culture, science and research","1","New construction","000 Sq Metres","89"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","210","Buildings for education, culture, science and research","2","Extensions","000 Sq Metres","51"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","210","Buildings for education, culture, science and research","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","211","Buildings for religious and funerary","-","All types of construction","000 Sq Metres","4"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","211","Buildings for religious and funerary","1","New construction","000 Sq Metres","2"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","211","Buildings for religious and funerary","2","Extensions","000 Sq Metres","2"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","211","Buildings for religious and funerary","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","212","Other non-residential buildings","-","All types of construction","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","212","Other non-residential buildings","1","New construction","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","212","Other non-residential buildings","2","Extensions","000 Sq Metres","."
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","212","Other non-residential buildings","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","213","Office development, buildings for financing and insurance","-","All types of construction","000 Sq Metres","332"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","213","Office development, buildings for financing and insurance","1","New construction","000 Sq Metres","305"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","213","Office development, buildings for financing and insurance","2","Extensions","000 Sq Metres","27"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","213","Office development, buildings for financing and insurance","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","214","Creche","-","All types of construction","000 Sq Metres","38"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","214","Creche","1","New construction","000 Sq Metres","34"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","214","Creche","2","Extensions","000 Sq Metres","4"
"BHA07C2","Total Floor Area for which Permission Granted","2018","2018","214","Creche","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","200","All non residential buildings","-","All types of construction","000 Sq Metres","3109"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","200","All non residential buildings","1","New construction","000 Sq Metres","2565"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","200","All non residential buildings","2","Extensions","000 Sq Metres","544"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","200","All non residential buildings","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","-","All types of construction","000 Sq Metres","883"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","1","New construction","000 Sq Metres","811"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","2","Extensions","000 Sq Metres","71"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","202","Buildings for mining, energy and water","-","All types of construction","000 Sq Metres","41"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","202","Buildings for mining, energy and water","1","New construction","000 Sq Metres","38"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","202","Buildings for mining, energy and water","2","Extensions","000 Sq Metres","3"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","202","Buildings for mining, energy and water","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","203","Buildings for industry and manufacturing handicraft","-","All types of construction","000 Sq Metres","540"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","203","Buildings for industry and manufacturing handicraft","1","New construction","000 Sq Metres","383"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","203","Buildings for industry and manufacturing handicraft","2","Extensions","000 Sq Metres","157"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","203","Buildings for industry and manufacturing handicraft","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","204","Hotels, restaurants and cafes","-","All types of construction","000 Sq Metres","165"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","204","Hotels, restaurants and cafes","1","New construction","000 Sq Metres","125"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","204","Hotels, restaurants and cafes","2","Extensions","000 Sq Metres","41"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","204","Hotels, restaurants and cafes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","205","Buildings for transport","-","All types of construction","000 Sq Metres","349"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","205","Buildings for transport","1","New construction","000 Sq Metres","339"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","205","Buildings for transport","2","Extensions","000 Sq Metres","11"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","205","Buildings for transport","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","206","Buildings for trade and administration buildings for other economic activities","-","All types of construction","000 Sq Metres","304"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","206","Buildings for trade and administration buildings for other economic activities","1","New construction","000 Sq Metres","267"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","206","Buildings for trade and administration buildings for other economic activities","2","Extensions","000 Sq Metres","37"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","206","Buildings for trade and administration buildings for other economic activities","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","207","Public administration and public buildings for special purposes","-","All types of construction","000 Sq Metres","5"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","207","Public administration and public buildings for special purposes","1","New construction","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","207","Public administration and public buildings for special purposes","2","Extensions","000 Sq Metres","4"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","207","Public administration and public buildings for special purposes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","208","Buildings for health and welfare","-","All types of construction","000 Sq Metres","142"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","208","Buildings for health and welfare","1","New construction","000 Sq Metres","86"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","208","Buildings for health and welfare","2","Extensions","000 Sq Metres","57"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","208","Buildings for health and welfare","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","209","Buildings for entertainment and recreation","-","All types of construction","000 Sq Metres","136"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","209","Buildings for entertainment and recreation","1","New construction","000 Sq Metres","114"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","209","Buildings for entertainment and recreation","2","Extensions","000 Sq Metres","23"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","209","Buildings for entertainment and recreation","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","210","Buildings for education, culture, science and research","-","All types of construction","000 Sq Metres","169"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","210","Buildings for education, culture, science and research","1","New construction","000 Sq Metres","79"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","210","Buildings for education, culture, science and research","2","Extensions","000 Sq Metres","89"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","210","Buildings for education, culture, science and research","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","211","Buildings for religious and funerary","-","All types of construction","000 Sq Metres","3"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","211","Buildings for religious and funerary","1","New construction","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","211","Buildings for religious and funerary","2","Extensions","000 Sq Metres","2"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","211","Buildings for religious and funerary","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","212","Other non-residential buildings","-","All types of construction","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","212","Other non-residential buildings","1","New construction","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","212","Other non-residential buildings","2","Extensions","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","212","Other non-residential buildings","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","213","Office development, buildings for financing and insurance","-","All types of construction","000 Sq Metres","340"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","213","Office development, buildings for financing and insurance","1","New construction","000 Sq Metres","293"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","213","Office development, buildings for financing and insurance","2","Extensions","000 Sq Metres","47"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","213","Office development, buildings for financing and insurance","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","214","Creche","-","All types of construction","000 Sq Metres","31"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","214","Creche","1","New construction","000 Sq Metres","28"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","214","Creche","2","Extensions","000 Sq Metres","3"
"BHA07C2","Total Floor Area for which Permission Granted","2019","2019","214","Creche","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","200","All non residential buildings","-","All types of construction","000 Sq Metres","2989"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","200","All non residential buildings","1","New construction","000 Sq Metres","2532"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","200","All non residential buildings","2","Extensions","000 Sq Metres","458"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","200","All non residential buildings","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","-","All types of construction","000 Sq Metres","923"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","1","New construction","000 Sq Metres","864"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","2","Extensions","000 Sq Metres","59"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","202","Buildings for mining, energy and water","-","All types of construction","000 Sq Metres","32"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","202","Buildings for mining, energy and water","1","New construction","000 Sq Metres","31"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","202","Buildings for mining, energy and water","2","Extensions","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","202","Buildings for mining, energy and water","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","203","Buildings for industry and manufacturing handicraft","-","All types of construction","000 Sq Metres","460"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","203","Buildings for industry and manufacturing handicraft","1","New construction","000 Sq Metres","347"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","203","Buildings for industry and manufacturing handicraft","2","Extensions","000 Sq Metres","114"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","203","Buildings for industry and manufacturing handicraft","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","204","Hotels, restaurants and cafes","-","All types of construction","000 Sq Metres","99"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","204","Hotels, restaurants and cafes","1","New construction","000 Sq Metres","69"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","204","Hotels, restaurants and cafes","2","Extensions","000 Sq Metres","30"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","204","Hotels, restaurants and cafes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","205","Buildings for transport","-","All types of construction","000 Sq Metres","247"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","205","Buildings for transport","1","New construction","000 Sq Metres","242"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","205","Buildings for transport","2","Extensions","000 Sq Metres","6"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","205","Buildings for transport","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","206","Buildings for trade and administration buildings for other economic activities","-","All types of construction","000 Sq Metres","364"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","206","Buildings for trade and administration buildings for other economic activities","1","New construction","000 Sq Metres","319"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","206","Buildings for trade and administration buildings for other economic activities","2","Extensions","000 Sq Metres","45"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","206","Buildings for trade and administration buildings for other economic activities","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","207","Public administration and public buildings for special purposes","-","All types of construction","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","207","Public administration and public buildings for special purposes","1","New construction","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","207","Public administration and public buildings for special purposes","2","Extensions","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","207","Public administration and public buildings for special purposes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","208","Buildings for health and welfare","-","All types of construction","000 Sq Metres","224"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","208","Buildings for health and welfare","1","New construction","000 Sq Metres","173"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","208","Buildings for health and welfare","2","Extensions","000 Sq Metres","51"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","208","Buildings for health and welfare","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","209","Buildings for entertainment and recreation","-","All types of construction","000 Sq Metres","96"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","209","Buildings for entertainment and recreation","1","New construction","000 Sq Metres","80"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","209","Buildings for entertainment and recreation","2","Extensions","000 Sq Metres","16"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","209","Buildings for entertainment and recreation","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","210","Buildings for education, culture, science and research","-","All types of construction","000 Sq Metres","230"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","210","Buildings for education, culture, science and research","1","New construction","000 Sq Metres","142"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","210","Buildings for education, culture, science and research","2","Extensions","000 Sq Metres","88"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","210","Buildings for education, culture, science and research","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","211","Buildings for religious and funerary","-","All types of construction","000 Sq Metres","5"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","211","Buildings for religious and funerary","1","New construction","000 Sq Metres","4"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","211","Buildings for religious and funerary","2","Extensions","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","211","Buildings for religious and funerary","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","212","Other non-residential buildings","-","All types of construction","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","212","Other non-residential buildings","1","New construction","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","212","Other non-residential buildings","2","Extensions","000 Sq Metres","."
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","212","Other non-residential buildings","3","Alteration, conversion and renovation","000 Sq Metres","."
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","213","Office development, buildings for financing and insurance","-","All types of construction","000 Sq Metres","277"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","213","Office development, buildings for financing and insurance","1","New construction","000 Sq Metres","233"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","213","Office development, buildings for financing and insurance","2","Extensions","000 Sq Metres","44"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","213","Office development, buildings for financing and insurance","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","214","Creche","-","All types of construction","000 Sq Metres","30"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","214","Creche","1","New construction","000 Sq Metres","27"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","214","Creche","2","Extensions","000 Sq Metres","3"
"BHA07C2","Total Floor Area for which Permission Granted","2020","2020","214","Creche","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","200","All non residential buildings","-","All types of construction","000 Sq Metres","3191"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","200","All non residential buildings","1","New construction","000 Sq Metres","2748"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","200","All non residential buildings","2","Extensions","000 Sq Metres","443"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","200","All non residential buildings","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","-","All types of construction","000 Sq Metres","959"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","1","New construction","000 Sq Metres","893"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","2","Extensions","000 Sq Metres","65"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","202","Buildings for mining, energy and water","-","All types of construction","000 Sq Metres","17"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","202","Buildings for mining, energy and water","1","New construction","000 Sq Metres","16"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","202","Buildings for mining, energy and water","2","Extensions","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","202","Buildings for mining, energy and water","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","203","Buildings for industry and manufacturing handicraft","-","All types of construction","000 Sq Metres","554"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","203","Buildings for industry and manufacturing handicraft","1","New construction","000 Sq Metres","455"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","203","Buildings for industry and manufacturing handicraft","2","Extensions","000 Sq Metres","99"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","203","Buildings for industry and manufacturing handicraft","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","204","Hotels, restaurants and cafes","-","All types of construction","000 Sq Metres","128"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","204","Hotels, restaurants and cafes","1","New construction","000 Sq Metres","107"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","204","Hotels, restaurants and cafes","2","Extensions","000 Sq Metres","21"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","204","Hotels, restaurants and cafes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","205","Buildings for transport","-","All types of construction","000 Sq Metres","203"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","205","Buildings for transport","1","New construction","000 Sq Metres","189"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","205","Buildings for transport","2","Extensions","000 Sq Metres","14"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","205","Buildings for transport","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","206","Buildings for trade and administration buildings for other economic activities","-","All types of construction","000 Sq Metres","660"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","206","Buildings for trade and administration buildings for other economic activities","1","New construction","000 Sq Metres","599"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","206","Buildings for trade and administration buildings for other economic activities","2","Extensions","000 Sq Metres","61"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","206","Buildings for trade and administration buildings for other economic activities","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","207","Public administration and public buildings for special purposes","-","All types of construction","000 Sq Metres","13"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","207","Public administration and public buildings for special purposes","1","New construction","000 Sq Metres","13"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","207","Public administration and public buildings for special purposes","2","Extensions","000 Sq Metres","1"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","207","Public administration and public buildings for special purposes","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","208","Buildings for health and welfare","-","All types of construction","000 Sq Metres","107"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","208","Buildings for health and welfare","1","New construction","000 Sq Metres","54"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","208","Buildings for health and welfare","2","Extensions","000 Sq Metres","52"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","208","Buildings for health and welfare","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","209","Buildings for entertainment and recreation","-","All types of construction","000 Sq Metres","117"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","209","Buildings for entertainment and recreation","1","New construction","000 Sq Metres","85"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","209","Buildings for entertainment and recreation","2","Extensions","000 Sq Metres","32"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","209","Buildings for entertainment and recreation","3","Alteration, conversion and renovation","000 Sq Metres","0"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","210","Buildings for education, culture, science and research","-","All types of construction","000 Sq Metres","178"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","210","Buildings for education, culture, science and research","1","New construction","000 Sq Metres","97"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","210","Buildings for education, culture, science and research","2","Extensions","000 Sq Metres","81"
"BHA07C2","Total Floor Area for which Permission Granted","2021","2021","210","Buildings for education, culture, science and research","3","Alteration, conversion and renovation","000 Sq Metres","0"
